title,link,published,summary,label
"Two suspected poachers were caught red-handed with 53 kg of ivory tusks in Kango, a Gabonese town located about 100 kilometers from Libreville, the Gabonese capital, a police source said on Friday [15/04/2022]. The elements of the judicial police got their hands on two suspected at the Kango checkpoint, in the reinforced protection zone, with 53 kg of ivory tusks hidden in three bags of flour, specifies the source.",http://french.china.org.cn/foreign/txt/2022-04/16/content_78168553.htm,,"Two suspected poachers were caught red-handed with 53 kg of ivory tusks in Kango, a Gabonese town located about 100 kilometers from Libreville, the Gabonese capital, a police source said on Friday [15/04/2022]. The elements of the judicial police got their hands on two suspected at the Kango checkpoint, in the reinforced protection zone, with 53 kg of ivory tusks hidden in three bags of flour, specifies the source. http://french.china.org.cn/foreign/txt/2022-04/16/content_78168553.htm",1
"#15. March 28th, 2024 (Mention – Directions): This prosecution has essentially been on hold since Hon. D. Odhiambo ordered the arrest of the first accused in January. A#1 has not been arrested so the court has ordered that the matter will proceed. A#1’s cash bail has been forfeited and an arrest warrant remains in effect. The next hearing date is July 25th, 2024.",https://www.seej-africa.org/2023/08/10/cf-e005-2022-mombasa-24-kg-ivory/,,"#15. March 28th, 2024 (Mention – Directions): This prosecution has essentially been on hold since Hon. D. Odhiambo ordered the arrest of the first accused in January. A#1 has not been arrested so the court has ordered that the matter will proceed. A#1’s cash bail has been forfeited and an arrest warrant remains in effect. The next hearing date is July 25th, 2024. https://www.seej-africa.org/2023/08/10/cf-e005-2022-mombasa-24-kg-ivory/",1
https://www.seej-africa.org/wildlife-court-cases/cf-e005-2022-mombasa-24-kg-ivory/,https://www.seej-africa.org/wildlife-court-cases/cf-e005-2022-mombasa-24-kg-ivory/,,https://www.seej-africa.org/wildlife-court-cases/cf-e005-2022-mombasa-24-kg-ivory/,1
"Three individuals caught in possession of three elephant tusks have been detained in Moatize since Monday [24/10/2022]. One of the detainees is the pedagogical director of Zóbuè Secondary School and also the Moatize district head of operations at the Technical Secretariat for Electoral Administration (STAE), Radio Mozambique reports. Another member of the group works in the education sector in Doa district, Tete province. The trio were arrested in a residence in Moatize while arranging the sale of the merchandise, following a tip-off to the National Administration of Conservation Areas (ANAC). National Criminal Investigation Service (SERNIC) spokeswoman in Tete, Celina Roque, said that the tusks resulted from the slaughter of two animals in the Mágoè National Park, and were being offered for sale at 7,500 meticais each. This is the second seizure of elephant tusks in Tete province in less than two weeks.",https://clubofmozambique.com/news/mozambique-three-arrested-in-possession-of-elephant-tusks-in-moatize-watch-227389/,,"Three individuals caught in possession of three elephant tusks have been detained in Moatize since Monday [24/10/2022]. One of the detainees is the pedagogical director of Zóbuè Secondary School and also the Moatize district head of operations at the Technical Secretariat for Electoral Administration (STAE), Radio Mozambique reports. Another member of the group works in the education sector in Doa district, Tete province. The trio were arrested in a residence in Moatize while arranging the sale of the merchandise, following a tip-off to the National Administration of Conservation Areas (ANAC). National Criminal Investigation Service (SERNIC) spokeswoman in Tete, Celina Roque, said that the tusks resulted from the slaughter of two animals in the Mágoè National Park, and were being offered for sale at 7,500 meticais each. This is the second seizure of elephant tusks in Tete province in less than two weeks. https://clubofmozambique.com/news/mozambique-three-arrested-in-possession-of-elephant-tusks-in-moatize-watch-227389/",1
"Polícia Nacional de Angola Notícia, 2022-11-11",https://pna.gov.ao/noticia/noticias/MjE1OA==,https://pna.gov.ao/noticia/noticias/MjE1OA==,"5 detained for illegal possession of a macarov-type firearm, with nine ammunition and 80 kilograms of ivory in Matala Municipal Command, in Huíla; agency PoliceThe Angolan National Police, through the Criminal Illegal Investigation staff of the Matala Municipal Command, in Huíla, recently arrested five nationals for illegally possessing a macarov-type firearm, with nine ammunition and still in possession of 80 kilograms of ivory. The arrest and apprehension resulted from police intelligence work, following an anonymous report that reported the existence of the means in illegal possession. The suspects are already responsible for the crime in the Public Ministry.",1
Novo Jornal,https://www.novojornal.co.ao/sociedade/interior/huila-detido-oficial-das-faa-por-liderar-uma-rede-de-trafico-de-marfim-110743.html,2022-11-07; Huila: FAA official detained for leading ivory trafficking network; https://www.novojornal.co.ao/sociedade/interior/huila-detido-oficial-das-faa-por-liderar-uma-rede-de-trafico-de-marfim-110743.html (loosely translated from Portuguese),,1
"Recently, after appraisal by professional agencies, a batch of lawn bowls seized by Guangzhou Customs in the postal channels was endangered animal and plant products made from East African black rosewood and ivory, which have been handed over to relevant departments for processing in accordance with regulations. Previously, the customs inspectors of the Guangzhou Post Office under Guangzhou Customs were monitoring incoming mail and found an abnormality in the passing image of a mail item named ""wooden bowls"". After opening the box, it was found that there were 4 old wooden spherical products in the mail, and each wooden ball was inlaid with round ornaments with carved patterns. After identification on the spot, these wooden balls are delicate, slightly flooded, and very textured. The round decorations inlaid on the surface of the wooden balls also have the unique water wave texture of ivory. There is a suspicion of mailing endangered species products, so they should be immediately transferred to a professional organization for identification. Appraisal by a professional organization, it was confirmed that the wooden parts of the 4 lawn bowls were products of Dalbergia vulgaris (black rosewood) of the leguminous Dalbergia genus Dalbergia, belonging to the ""Convention on International Trade in Endangered Species of Wild Fauna and Flora"" (CITES) Appendix II listed protection Species, with a total weight of 5880 grams. The round flaky ornaments inlaid on the upper and lower ends of the sphere are modern ivory products of Mammalidae Proboscis, belonging to the protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), with a total weight of 95.6 grams.",https://mp.weixin.qq.com/s/VzE5NrLQQYV-GtyiMToDmA,,"Recently, after appraisal by professional agencies, a batch of lawn bowls seized by Guangzhou Customs in the postal channels was endangered animal and plant products made from East African black rosewood and ivory, which have been handed over to relevant departments for processing in accordance with regulations. Previously, the customs inspectors of the Guangzhou Post Office under Guangzhou Customs were monitoring incoming mail and found an abnormality in the passing image of a mail item named ""wooden bowls"". After opening the box, it was found that there were 4 old wooden spherical products in the mail, and each wooden ball was inlaid with round ornaments with carved patterns. After identification on the spot, these wooden balls are delicate, slightly flooded, and very textured. The round decorations inlaid on the surface of the wooden balls also have the unique water wave texture of ivory. There is a suspicion of mailing endangered species products, so they should be immediately transferred to a professional organization for identification. Appraisal by a professional organization, it was confirmed that the wooden parts of the 4 lawn bowls were products of Dalbergia vulgaris (black rosewood) of the leguminous Dalbergia genus Dalbergia, belonging to the ""Convention on International Trade in Endangered Species of Wild Fauna and Flora"" (CITES) Appendix II listed protection Species, with a total weight of 5880 grams. The round flaky ornaments inlaid on the upper and lower ends of the sphere are modern ivory products of Mammalidae Proboscis, belonging to the protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), with a total weight of 95.6 grams. https://mp.weixin.qq.com/s/VzE5NrLQQYV-GtyiMToDmA",1
IPP Media,https://www.ippmedia.com/en/news/resurgent-poaching-kills-seven-jumbos-month,2022-05-14,"Seven elephant trophies fetch 35m/ each have been killed in two separate incidents in Ruvuma Region, with authorities describing those incidents as a new wave of poaching.  Regional police commander Joseph Konyo made this observation in a briefing about how police the region lately seized nine complete elephant tusks and eight pieces all weighing 61.4 kg. The first poaching incident occurred on May at Hang monastery area in Namtumbo District where the police retrieved five ivory tusks weighing 44 kg, priced at104m/, he said, noting that the suspects in the incident managed to escape. The second incident occurred on May 10 at around 2 pm in Milonde-Kuime village in Tunduru District, where police officers seized four whole elephant tusks and eight pieces weighing 20.4 kg, cited as worth 138.6m/-. https://www.ippmedia.com/en/news/resurgent-poaching-kills-seven-jumbos-month",1
Macau Business,https://www.macaubusiness.com/7-elephants-killed-by-suspected-poachers-in-past-two-weeks-in-southern-tanzania/,2022-05-14,"Seven elephants have been killed in the past two weeks in Tanzania’s southern region of Ruvuma, police said Friday. Joseph Konyo, the Ruvuma regional police commander, said the seven elephants were found dead in two separate incidents in Namtumbo and Tunduru districts. In the first incident, Konyo told a press conference, five elephants were found dead on May 1 in a forest in the Hanga area in Namtumbo district. “Police could not find poachers who killed the jumbos, but they managed to recover five tusks weighing 44 kilograms,” he said. In the second incident, Konyo said, police found two dead elephants in a forest in Tunduru district on May 10 where they recovered four tusks and eight pieces of tusks weighing 20.4 kilograms. He said three suspected poachers were arrested in connection with the second incident. The elephants were suspected to have been strayed from the Julius Nyerere National Park that borders with the districts, said Konyo. https://www.macaubusiness.com/7-elephants-killed-by-suspected-poachers-in-past-two-weeks-in-southern-tanzania/",1
The New Indian Express,"https://www.newindianexpress.com/states/odisha/2022/jul/08/forest-officials-seize-twoelephant-tusks-detain-three-in-odishassambalpur-2474277.html#:~:text=Home%20States%20Odisha-,Forest%20officials%20seize%20two%20elephant%20tusks%2C%20detain%20three%20in%20Odisha's,deal%20to%20sell%20the%20tusks.",2022-07-08,"SAMBALPUR: Forest officials detained three persons and seized two elephant tusks from their possession on Thursday. Identity of the detained persons has not been revealed as investigation is underway. Sources said that acting on reliable information, forest officials followed five persons who had come to Sambalpur to negotiate a deal to sell the tusks. The suspects were staying in a hotel near Ainthapali area. A joint raid was conducted at the hotel by forest officials of Sambalpur and Boudh divisions and three of the suspects were detained. The forest team recovered a pair of tusks from their possession. Divisional forest officer (DFO), Sambalpur Vishwanath Neelannavar said two of the suspects managed to escape and efforts are on to nab them. The detainees are being interrogated to find out from whom the tusks were procured and the persons who were supposed to buy them. Sources said during investigation into the death of a tusker which died last month and had a bullet lodged in its carcass, officials of Sambalpur Forest Division got to know about the deal of the tusks. In May this year, a tusker was found with its tusk chopped in Boudh division this year. Suspecting it to be linked with the case, officials of Sambalpur division informed their Boudh counterparts and a joint investigation was launched. https://www.newindianexpress.com/states/odisha/2022/jul/08/forest-officials-seize-twoelephant-tusks-detain-three-in-odishassambalpur-2474277.html#:~:text=Home%20States%20Odisha-,Forest%20officials%20seize%20two%20elephant%20tusks%2C%20detain%20three%20in%20Odisha's,deal%20to%20sell%20the%20tusks.",1
Ommcom News,https://ommcomnews.com/odisha-news/2-elephant-tusks-seized-in-sambalpur-3-detained,2022-07-08,"Bhubaneswar: Forest Department officials have seized two elephant tusks from a lodge in Sambalpur and detained three persons in this connection. This was revealed by Divisional Forest Officer (DFO), Sambalpur Vishwanath Neelannavar at a presser in Sambalpur today evening. The DFO informed that three persons have been detained in this connection. According to Neelannavar, Forest Department officials got a tip-off that some men were planning to sell the tusks of two tuskers which were killed in Boudh area. Following an investigation, Forest officials came to know that some men were negotiating with buyers at Basanti Lodge in Ainthapalli area of Sambalpur to sell the tusks of one tusker killed in Boudh. Forest officials of Sambalpur and Boudh divisions conducted a joint raid at Basanti Lodge at 12.30 AM on the intervening night of Wednesday and Thursday. A pair of tusks were seized and three persons were apprehended while two managed to escape. https://ommcomnews.com/odisha-news/2-elephant-tusks-seized-in-sambalpur-3-detained",1
Weixin.qq,https://mp.weixin.qq.com/s/At0CQIOjpwPO9y_G3TWbkg,2023-01-09,"Recently, the customs officer of Taiping Airport under Harbin Customs found that the machine inspection image of a package was abnormal when supervising the inbound express shipment. After opening and inspecting, it was found that there was a folding fan in the express package, the handle on both sides was milky white, and there was a ""Liz pattern"" unique to ivory products. After identification, it was determined that the folding fan was a modern elephant incisor product, which belongs to the endangered wild animal and plant products listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), and the ivory part weighs about 180 grams. At present, the above-mentioned items have been temporarily seized in accordance with the law and will be further disposed of. https://mp.weixin.qq.com/s/At0CQIOjpwPO9y_G3TWbkg",1
"In his judgment, Justice Oweibo sentenced the two convicts to two years imprisonment each on count one and two, and pardoned them on count tree. The judge adjourned till September 28 for the trial of the remaining two defendants.",https://guardian.ng/news/court-jails-two-men-for-unlawful-possession-of-elephant-tusks-pangolin-scales/,,"In his judgment, Justice Oweibo sentenced the two convicts to two years imprisonment each on count one and two, and pardoned them on count tree. The judge adjourned till September 28 for the trial of the remaining two defendants. https://guardian.ng/news/court-jails-two-men-for-unlawful-possession-of-elephant-tusks-pangolin-scales/",1
Vanguard,https://www.vanguardngr.com/2022/04/illegal-wildlife-trade-through-ports-threatens-conservation/,2022-04-17,"In recent years, Nigeria has evolved into a primary transit hub for trafficking in illicit wildlife products, including pangolin scales, ivory and other protected species from Eastern and Central Africa, arriving in the country through its porous borders, as indicated in the United Nations Office on Drugs and Crime’s (UNODC) World Wildlife Crime Report 2020.Nigerian authorities have stepped up enforcement actions against illicit trafficking of wildlife and forestry products. The Nigerian minister of environment, Mohammed Abdullahi, said the country is up-scaling its moves in combating wildlife and forest crimes citing the launch of the National Strategy Plan on Combating Illegal Wildlife and Forest Crime in Nigeria. Several large-scale seizures of wildlife and forest products took place in 2021. On 2 February 2022, the Nigeria Customs Service reported yet another seizure of 14 sacks containing 839.40kgs of pangolin scales and 4 sacks containing 40 pieces of cut ivory weighing 145kgs. https://www.vanguardngr.com/2022/04/illegal-wildlife-trade-through-ports-threatens-conservation/",1
Ships & Ports,https://shipsandports.com.ng/customs-intercept-pangolin-scales-elephant-tusks-worth-n3-1bn-in-lagos/,2022-02-10,"The Nigeria Customs Service (NCS) has intercepted N3.1 billion worth of pangolin scales and elephant tusks from a Siena with registration number KRD 541 HH in the Lekki area of Lagos. The Comptroller General of Customs, Hameed Ali, made this known at a news conference on Wednesday in Lagos. Ali was represented by the outgoing National Public Relations Officer of the Service, Joseph Attah. He said that the seizure was carried out on Feb. 2 by men of the CGC Strike Force. “Upon credible intelligence, the CGC’s Strike Force stormed Lekki area of Lagos and intercepted one Toyota Sienna bus with registration number KRD 541 HH with chassis: STDZA23C955338572 suspected to be loaded with un-Customs goods. “Immediately, the vehicle with its content, including four occupants (all Nigerians) were taken to the station and detained. “Upon 100 joint physical examination, the following items were found: 15 sacks of Pangolin scales and four sacks of elephant tusks. “The total quantity of Elephant tusks intercepted is 145kg while the total quantity of Pangolin scales is 839.4kg with a total value of N3,155,667,500,” he said. Ali noted that the operation was conducted in collaboration with the Wildlife Justice Commission, targeting the illegal trade of wildlife from Africa to Asia. He said the seizure of pangolin scales, ivory and other assorted wildlife parts in Nigeria was the fourth within the last 13 months. “We wish to specifically commend the Wildlife Justice Commission for their continued commitment to this cause through the provision of credible and actionable intelligence. Nigeria Customs appreciates this working synergy and look forward to more,” he said. https://shipsandports.com.ng/customs-intercept-pangolin-scales-elephant-tusks-worth-n3-1bn-in-lagos/",1
Vietnam Plus,https://en.vietnamplus.vn/six-tonnes-of-ivory-and-pangolin-scales-seized-at-tien-sa-port/220730.vnp,2022-01-14,"Six tonnes of smuggled ivory tusks and pangolin scales have been discovered in a container at Tien Sa Port in the central city of Da Nang. Customs officials in collaboration with relevant forces on January 11 decided to inspect what had been declared as cashew nut imported from Nigeria based on suspicious signs about the goods, resulting in the finding. The smuggled goods, including 456 kg of ivory and 6.2 tonnes of pangolin scales, were on the list of goods banned from trading under the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). The case is under further investigation. In July last year, more than 3.2 tonnes of rhino horns and bones of rare animals were found in containers at Da Nang Port. In March 2019, customs officials in Da Nang also seized 9.1 tonnes of smuggled ivory tusks. https://en.vietnamplus.vn/six-tonnes-of-ivory-and-pangolin-scales-seized-at-tien-sa-port/220730.vnp",1
SEEJ,https://www.seej-africa.org/international/another-vietnam-nigeria-connection-da-nang-seizes-6-2-tonnes-of-pangolin-scales-and-456-kg-of-ivory/,2022-01-16,"More than 6.6 metric tons of suspected ivory and pangolin scales were seized by customs officers from a suspicious container recently shipped from Nigeria to Tien Sa Port in Da Nang, Vietnam. The customs declaration claimed its contents to be cashew nuts, but upon opening the container, officers found suspected endangered animal parts, including 456 kilograms of ivory and around 6.2 metric tons of pangolin scales, local customs officials reported on Thursday. The discovery was made during an inspection on Tuesday after customs officers at the port declared the container, which arrived at Tien Sa on January 5, as ‘suspicious.’ The Da Nang customs, in conjunction with other relevant agencies, have launched an investigation into the alleged smuggling. They are currently tracking the enterprises and individuals responsible for the container. Those involved in the case will be prosecuted, radio station Voice of Vietnam cited Tran Van Anh, deputy detector of the Da Nang Customs Department. Endangered wildlife products are strictly banned from being traded in, imported to or exported from Vietnam as they are protected by the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), to which the country has been party since 1994. Several cases of smuggling wildlife products have been detected at Tien Sa Port in recent years, all shipped from Africa. In October 2018, local customs officers found some six metric tons of pangolin scales and around two metric tons of tusks stashed among recycled plastics in a container also consigned from Nigeria. In March 2019, more than 9.1 metric tons of ivory was discovered in a shipment delivered from the Congo, with the tusks hidden among timber. In July 2021, a shipment declared as wood but containing 138 kilograms of rhino horn and around 3.1 metric tons of wildlife bones arrived at the port from South Africa. https://www.seej-africa.org/international/another-vietnam-nigeria-connection-da-nang-seizes-6-2-tonnes-of-pangolin-scales-and-456-kg-of-ivory/",1
SeeJ-AFRICA - Saving Elephants Through Education and Justice,https://www.seej-africa.org/kenya/narok-south-two-tanzanians-arrested-with-four-tusks/,2022-09-07,"Police in Narok South sub-county are holding two Tanzanian nationals found with four pieces of illegal ivory. Deputy County Commissioner Felix Kisalu said the two were seized in Nan village following a tip-off from locals. “Today (Wednesday) at 0532 hours we managed to arrest two suspects from Tanzania [in] Nan Village near Sonjoo Area through a tip-off from credible intelligence sources,” said Mr Kisalu. The suspects, identified as Musa Jomo and Mobishi Pumbuni, were booked at the Entasekera police post. Detectives seized the tusks as they were being loaded onto a motorbike on the Entasekera-Morijo road. The suspects will be arraigned once investigations are completed, Mr Kisalu said. https://www.seej-africa.org/kenya/narok-south-two-tanzanians-arrested-with-four-tusks/",1
Mara Elephant Project (MEP),https://maraelephantproject.org/mep-celebrates-11-years-in-the-september-report/,,"Mara Elephant Project (MEP) On September 7, Kenya Wildlife Service (KWS) seized 23.6 kg of ivory and arrested two suspects based on MEP intelligence. The intelligence unit worked throughout the rainy night following a lead from community members near a village in Loita. MEP’s intelligence unit worked alongside officers from the Entasekera police station to apprehend the suspects and seize their motorbike and the four pieces of elephant tusk. MEP’s vast network of intelligence officers and informants increases the opportunity cost for poachers and middlemen who bring ivory into Kenya to distribute globally. KWS and MEP have seized a total of 162.45 kg of ivory in 2022 based on MEP intelligence. https://maraelephantproject.org/mep-celebrates-11-years-in-the-september-report/",1
Nation Africa,https://nation.africa/kenya/counties/narok/two-tanzanians-arrested-with-four-elephant-tusks-in-narok-3940208,2022-09-07,"Police in Narok South sub-county are holding two Tanzanian nationals found with four pieces of illegal ivory. Deputy County Commissioner Felix Kisalu said the two were seized in Nan village following a tip-off from locals. “Today (Wednesday) at 0532 hours we managed to arrest two suspects from Tanzania [in] Nan Village near Sonjoo Area through a tip-off from credible intelligence sources,” said Mr Kisalu. The suspects, identified as Musa Jomo and Mobishi Pumbuni, were booked at the Entasekera police post. Detectives seized the tusks as they were being loaded onto a motorbike on the Entasekera-Morijo road. The suspects will be arraigned once investigations are completed, Mr Kisalu said. https://nation.africa/kenya/counties/narok/two-tanzanians-arrested-with-four-elephant-tusks-in-narok-3940208",1
"Three Bulawayo men have been arrested for possessing ivory. Adam Moyo (32), Christopher Shoko (29) and Primate Shoko (29) were arrested on 22 July 2023 in Cowdray Park. Taking to Twitter, Police said: ""On 22/07/23, detectives in Bulawayo acted on received information and arrested Adam Moyo (32), Christopher Shoko (29) and Primate Shoko (29) in Cowdray Park in connection with possession of four tusks of ivory,"" read the tweet.",https://www.chronicle.co.zw/cowdray-park-trio-caught-with-ivory/,,"Three Bulawayo men have been arrested for possessing ivory. Adam Moyo (32), Christopher Shoko (29) and Primate Shoko (29) were arrested on 22 July 2023 in Cowdray Park. Taking to Twitter, Police said: ""On 22/07/23, detectives in Bulawayo acted on received information and arrested Adam Moyo (32), Christopher Shoko (29) and Primate Shoko (29) in Cowdray Park in connection with possession of four tusks of ivory,"" read the tweet. https://www.chronicle.co.zw/cowdray-park-trio-caught-with-ivory/",1
"Two suspects have been arrested at the Meru National Park for being in possession of five elephant tusks weighing 28 kilos with a street value of Sh2.8 million. [25,751.2 USD as of 29/04/2021]. Mr Gideon Kebati, the Kenya Wildlife Service (KWS) senior warden at the park said they pursued the suspects after a tip off by members of public at Kathithine area in Tharaka North sub county where they were arrested. “Our officers have been working on this information and finally caught up with them in the area known to be a hotspot for poaching. The undercover officers arrested them while in possession of the tusks,” said Mr Kebati. The suspects, who Mr Kebati said were being processed and will be arraigned in court as soon as investigations are complete, are Nicholas Kibara from Kathithine and Julius cMusili Mutemi from Mpeketoni area in Igembe North, Meru County. The suspects told investigators that they transported the tusks from Lower Imenti forest last week after being instructed by a convict, Mr Josephat Muthengi who is serving a five year jail term. Mr Muthengi was jailed by a court in Marimanti, Tharaka-Nithi county early this year [2021] after being found guilty of dealing in ivory. “Before he was jailed he had buried the tusks in the forest. During one of the visits at the prison by the suspects, the convict gave them instructions on where to retrieve the ivory and even made arrangements with a boda boda operator who would ferry the tusks,” Mr Kebati said. It was during the transportation that a member of the public got suspicious of the load and informed the police, the officer added. Before being jailed, Mr Muthengi was believed to have coordinated poaching activities in the area. “The prisoner is the mastermind of the deal and the fact that he can coordinate such an activity means he still has a network. We are on top of things and we will ensure we get those behind the criminal network,” Mr Kebati said “We will also hold talks with the prison commander with a view to establish what other links he has,” he added.",https://africasustainableconservation.com/2021/04/29/kenya-two-arrested-with-tusks-in-meru/,,"Two suspects have been arrested at the Meru National Park for being in possession of five elephant tusks weighing 28 kilos with a street value of Sh2.8 million. [25,751.2 USD as of 29/04/2021]. Mr Gideon Kebati, the Kenya Wildlife Service (KWS) senior warden at the park said they pursued the suspects after a tip off by members of public at Kathithine area in Tharaka North sub county where they were arrested. “Our officers have been working on this information and finally caught up with them in the area known to be a hotspot for poaching. The undercover officers arrested them while in possession of the tusks,” said Mr Kebati. The suspects, who Mr Kebati said were being processed and will be arraigned in court as soon as investigations are complete, are Nicholas Kibara from Kathithine and Julius cMusili Mutemi from Mpeketoni area in Igembe North, Meru County. The suspects told investigators that they transported the tusks from Lower Imenti forest last week after being instructed by a convict, Mr Josephat Muthengi who is serving a five year jail term. Mr Muthengi was jailed by a court in Marimanti, Tharaka-Nithi county early this year [2021] after being found guilty of dealing in ivory. “Before he was jailed he had buried the tusks in the forest. During one of the visits at the prison by the suspects, the convict gave them instructions on where to retrieve the ivory and even made arrangements with a boda boda operator who would ferry the tusks,” Mr Kebati said. It was during the transportation that a member of the public got suspicious of the load and informed the police, the officer added. Before being jailed, Mr Muthengi was believed to have coordinated poaching activities in the area. “The prisoner is the mastermind of the deal and the fact that he can coordinate such an activity means he still has a network. We are on top of things and we will ensure we get those behind the criminal network,” Mr Kebati said “We will also hold talks with the prison commander with a view to establish what other links he has,” he added. https://africasustainableconservation.com/2021/04/29/kenya-two-arrested-with-tusks-in-meru/ https://rhinoreview.org/two-suspected-poachers-arrested-in-meru-park-kenya/",1
"Two suspects have been arrested at the Meru National Park for being in possession of five elephant tusks weighing 28 kilos with a street value of Sh2.8 million. [25,751.2 USD as of 29/04/2021]. Mr Gideon Kebati, the Kenya Wildlife Service (KWS) senior warden at the park said they pursued the suspects after a tip off by members of public at Kathithine area in Tharaka North sub county where they were arrested. “Our officers have been working on this information and finally caught up with them in the area known to be a hotspot for poaching. The undercover officers arrested them while in possession of the tusks,” said Mr Kebati. The suspects, who Mr Kebati said were being processed and will be arraigned in court as soon as investigations are complete, are Nicholas Kibara from Kathithine and Julius cMusili Mutemi from Mpeketoni area in Igembe North, Meru County. The suspects told investigators that they transported the tusks from Lower Imenti forest last week after being instructed by a convict, Mr Josephat Muthengi who is serving a five year jail term. Mr Muthengi was jailed by a court in Marimanti, Tharaka-Nithi county early this year [2021] after being found guilty of dealing in ivory. “Before he was jailed he had buried the tusks in the forest. During one of the visits at the prison by the suspects, the convict gave them instructions on where to retrieve the ivory and even made arrangements with a boda boda operator who would ferry the tusks,” Mr Kebati said. It was during the transportation that a member of the public got suspicious of the load and informed the police, the officer added. Before being jailed, Mr Muthengi was believed to have coordinated poaching activities in the area. “The prisoner is the mastermind of the deal and the fact that he can coordinate such an activity means he still has a network. We are on top of things and we will ensure we get those behind the criminal network,” Mr Kebati said “We will also hold talks with the prison commander with a view to establish what other links he has,” he added.",https://rhinoreview.org/two-suspected-poachers-arrested-in-meru-park-kenya/,,"Two suspects have been arrested at the Meru National Park for being in possession of five elephant tusks weighing 28 kilos with a street value of Sh2.8 million. [25,751.2 USD as of 29/04/2021]. Mr Gideon Kebati, the Kenya Wildlife Service (KWS) senior warden at the park said they pursued the suspects after a tip off by members of public at Kathithine area in Tharaka North sub county where they were arrested. “Our officers have been working on this information and finally caught up with them in the area known to be a hotspot for poaching. The undercover officers arrested them while in possession of the tusks,” said Mr Kebati. The suspects, who Mr Kebati said were being processed and will be arraigned in court as soon as investigations are complete, are Nicholas Kibara from Kathithine and Julius cMusili Mutemi from Mpeketoni area in Igembe North, Meru County. The suspects told investigators that they transported the tusks from Lower Imenti forest last week after being instructed by a convict, Mr Josephat Muthengi who is serving a five year jail term. Mr Muthengi was jailed by a court in Marimanti, Tharaka-Nithi county early this year [2021] after being found guilty of dealing in ivory. “Before he was jailed he had buried the tusks in the forest. During one of the visits at the prison by the suspects, the convict gave them instructions on where to retrieve the ivory and even made arrangements with a boda boda operator who would ferry the tusks,” Mr Kebati said. It was during the transportation that a member of the public got suspicious of the load and informed the police, the officer added. Before being jailed, Mr Muthengi was believed to have coordinated poaching activities in the area. “The prisoner is the mastermind of the deal and the fact that he can coordinate such an activity means he still has a network. We are on top of things and we will ensure we get those behind the criminal network,” Mr Kebati said “We will also hold talks with the prison commander with a view to establish what other links he has,” he added. https://africasustainableconservation.com/2021/04/29/kenya-two-arrested-with-tusks-in-meru/ https://rhinoreview.org/two-suspected-poachers-arrested-in-meru-park-kenya/",1
Kenya News Agency,https://www.kenyanews.go.ke/police-recover-wildlife-trophies-worth-sh2-8-million/,2023-07-29,"Police in Busia, in collaboration with Kenya Wildlife Service, have recovered 10 pieces of ivory with a street value of Sh2.8 million. Speaking to the press in his office on Friday evening, Busia County Criminal Investigation Officer Benson Omondi said that the illegal items were recovered at Mundika area within Busia Sub County. “Early today, we received a tip-off from members of the public that there were persons in possession of elephant tusks who were searching for a buyer, so we immediately organised a contingent of officers composed of CID team, officers from Busia police station and KWS, and laid an ambush within Mundika,” he said. Omondi added that the officers also arrested four suspects who were carrying a gunny bag whose contents were later found to be 10 pieces of elephant tusks with a street value of Sh2.8 million. “The suspects have been placed in police custody pending arraignment on Monday,” he said. He urged the local residents to desist from engaging in illegitimate trade, warning that they risked being arrested. “We also urge members of the public to volunteer information, which we will use in confidence in order to secure our County,” he said. At the same time, the official said there were three other cases in court of similar nature. https://www.kenyanews.go.ke/police-recover-wildlife-trophies-worth-sh2-8-million/",1
