"title","link","published","summary","label"
"La c oix i te atio al","https://www.google.com/url?rct=j\a=t\rl=https://international= .la-croix.com/religion/ivory-coast-church-takes-action-to-support-people-wit= h-mental-illness\t=ga\d=CAEYACoUMTA4MDE5NDg3NDg1NTI4ODY5MTMyGjYzNTVlYWExYWFj= YzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw14foCXDDYRwWkrOU9DGAjJ","2025-02-14 00:00:00","""Ivo y Coast Chu ch takes actio to suppo t people with me t= al ill ess. The Catholic Bishops' Co fe e ce of the Ivo y Coast l= au ched a bold i itiative to educate, mobilize, a d suppo t me tal health i = teg atio , ...""","0"
"YouTube","https://www.google.com/url?rct=j\a=t\rl=https://www.youtube.c= om/watch%3Fv%3DISi9KctAmWM\t=ga\d=CAEYASoUMTA4MDE5NDg3NDg1NTI4ODY5MTMyGjYzNT= VlYWExYWFjYzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw1ceG942J-Q5s5nIxaeKEve","2025-02-14 00:00:00","""Ivo y Coast: Lau e t Gbagbo's pa ty co tests the co victio = of its officials. ... ivo y-coast-lau e t-gbagbos-pa ty-co tests-the-co= victio -of-its-officials Subsc ibe o ou Youtube cha el https://www.youtu= be.com/c/af ica ews ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://www.wtnh.com/= news/health/ap-this-is-what-happens-to-the-body-when-hiv-drugs-are-stopped-f= or-millions-of-people/\t=ga\d=CAEYAioUMTA4MDE5NDg3NDg1NTI4ODY5MTMyGjYzNTVlYW= ExYWFjYzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw2GNlJO3qaEUamU4SLGpegR","2025-02-14 00:00:00","""This is what happe s to the body whe HIV d ugs a e stopped= fo millio s of people | WTNH.com. ... Ivo y Coast, Nov. 18, 1991. (AP Photo, File). by:= The Associated P ess. Posted: Feb 13, 2025 / 05:42 AM EST. Updated: Feb 13,= 2025 / 05:46 AM EST.""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://kashmirtimes.= com/opinion/comment-articles/ivory-coasts-political-shift-french-military-pr= esence-under-scrutiny\t=ga\d=CAEYAyoUMTA4MDE5NDg3NDg1NTI4ODY5MTMyGjYzNTVlYWE= xYWFjYzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw0DzoBtcVYAIJqxDLCK_4Jj","2025-02-14 00:00:00","""A New Milita y St ategy of F e ch Neocolo ialism i Af ica:= Reo ga izi g U de the Cove Ret eat. Dive i to the complexities of F e ch milita y eo ga = izatio i Af ica, as Ivo y Coast a d othe atio s wit ess a st ategic shif= t i espo se to ...""","0"
"A-Z A im= als","https://www.googl= e.com/url?rct=j\a=t\rl=https://a-z-animals.com/articles/this-one-sound-terri= fies-elephants-heres-how-it-could-save-your-life/\t=ga\d=CAEYACoTNDE3NDY4OTc= wNTQ3MzUyMjc5NDIaODA0NTFkNWJmZWQ0MTMxODpjb206ZW46VVM\sg=AOvVaw05upV7kCUTU2OK= dO1F5gGc","2025-02-13 00:00:00","""This O= e Sou d Te ifies Elepha ts. He e's How It Could Save You Life.. Asia elepha ts may weigh 6,000 to 12,000 pou ds= while Af ica elepha ts ca weigh up to 14,000 pou ds. Betwee thei massiv= e size a d powe ful tusks, ...""","0"
"Unknown Source","https:/= /www.google.com/url?rct=j\a=t\rl=https://www.newindianexpress.com/states/odi= sha/2025/Feb/13/rampant-poaching-threatens-wild-boars-in-odishas-balangir-di= strict\t=ga\d=CAEYAioTNDE3NDY4OTcwNTQ3MzUyMjc5NDIaODA0NTFkNWJmZWQ0MTMxODpjb2= 06ZW46VVM\sg=AOvVaw2YzsIEqF7DyNzF24xMCrJB","2025-02-13 00:00:00","""Rampa t poachi g th eate s wild boa s i Od= isha's Bala gi dist ict. Fo est officials failed to = ecove the missi g elepha t tusks f om the a ested i dividuals. ACF Jite d= a Sahu said, Fo est depa tme t is active ...""","0"
"A-Z A imals","https://www.google.com/url?rct=j\a=t\rl=https://a-z-animals.c= om/articles/this-one-sound-terrifies-elephants-heres-how-it-could-save-your-= life/\t=ga\d=CAEYACoTNDE3NDY4OTcwNTQ3MzUyMjc5NDIaODA0NTFkNWJmZWQ0MTMxODpjb20= 6ZW46VVM\sg=AOvVaw05upV7kCUTU2OKdO1F5gGc","2025-02-13 00:00:00","""This O e Sou d Te ifies Elepha ts. He e's How It Could Sav= e You Life.. Asia elepha ts may weigh 6,000 to 12,000 pou ds whil= e Af ica elepha ts ca weigh up to 14,000 pou ds. Betwee thei massive siz= e a d powe ful tusks, ...""","0"
"Mali diKe ya. et","https://www.google.com/url?rct=j\a=t\rl=https://www.malindike= nya.net/en/articles/news/last-news/elephant-the-most-photographed-in-2024-by= -italians-in-kenya.html\t=ga\d=CAEYASoTNDE3NDY4OTcwNTQ3MzUyMjc5NDIaODA0NTFkN= WJmZWQ0MTMxODpjb206ZW46VVM\sg=AOvVaw2SK8c0CVKkwbeTBA6HoaPq","2025-02-13 00:00:00","""Elepha t, the most photog aphed i 2024 by Italia s i Ke y= a. The majesty of the specime , decidedly photoge ic wit= h its lo g ivo y tusks a d t u k, a d its still ess o at least slow ess, al= low you to ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://www.newindian= express.com/states/odisha/2025/Feb/13/rampant-poaching-threatens-wild-boars-= in-odishas-balangir-district\t=ga\d=CAEYAioTNDE3NDY4OTcwNTQ3MzUyMjc5NDIaODA0= NTFkNWJmZWQ0MTMxODpjb206ZW46VVM\sg=AOvVaw2YzsIEqF7DyNzF24xMCrJB","2025-02-13 00:00:00","""Rampa t poachi g th eate s wild boa s i Odisha's Bala gi = dist ict. Fo est officials failed to ecove the missi g elepha= t tusks f om the a ested i dividuals. ACF Jite d a Sahu said, Fo es= t depa tme t is active ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\= a=t\rl=https://www.kake.com/france-set-to-hand-over-sole-military-base-in-iv= ory-coast/article_f2f6f548-9628-56bb-9463-3015baec5c17.html\t=ga\d=CAEYASoTN= jkxMTI5MTcxMDA2NTEzNTg1OTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVaw2CaP= VWem7rzpDx79eKFGEK","2025-02-13 00:00:00","""F a ce set to ha d ove sole milita y base i Ivo y Coast | | = kake.com. The 230-hecta e (570-ac e) Po t-Bouet milit= a y camp fla ki g Ivo y Coast's mai city has bee a fixtu e i the cou t y'= s life fo decades a d ...""","0"
"TXF","https://www.google.com/url?rct=j\a=t\rl=https://w= ww.txfnews.com/news/69145/Ivory-Coast-signs-Credendo-backed-loan\t=ga\d=CAEY= AyoTNjkxMTI5MTcxMDA2NTEzNTg1OTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVa= w0FYx5s_uG9Bgv1RvtkWFqm","2025-02-13 00:00:00","""Ivo y = Coast sig s C ede do-backed loa. The gove me = t of the Ivo y Coast sig ed its seve th ECA-backed loa at the e d of last y= ea fo a.""","0"
"WFXG","https://www.google.com/url?rct=j\a=t\rl=https://www.wfxg.com/= news/france-set-to-hand-over-sole-military-base-in-ivory-coast/article_d1ed8= 713-9676-5c99-ad02-1ec48bae2816.html\t=ga\d=CAEYACoTNjkxMTI5MTcxMDA2NTEzNTg1= OTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVaw0onZRLzFxBLyIEgonha0Oq","2025-02-13 00:00:00","""F a ce set to ha d ove sole milita y base i Ivo y Coast |= News. I a few days, F a ce will ha d ove its o ly milita = y base i Ivo y Coast, its fo me sta colo y i west Af ica, a d both sides= say the u up ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://www.kake.com/= france-set-to-hand-over-sole-military-base-in-ivory-coast/article_f2f6f548-9= 628-56bb-9463-3015baec5c17.html\t=ga\d=CAEYASoTNjkxMTI5MTcxMDA2NTEzNTg1OTIaN= jM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVaw2CaPVWem7rzpDx79eKFGEK","2025-02-13 00:00:00","""F a ce set to ha d ove sole milita y base i Ivo y Coast |= | kake.com. The 230-hecta e (570-ac e) Po t-Bouet milita y camp f= la ki g Ivo y Coast's mai city has bee a fixtu e i the cou t y's life fo = decades a d ...""","0"
"MSN","https://www.google.com/url?rct=j\a=t\rl=https://www.msn.com/e= n-us/lifestyle/lifestyle-buzz/selena-gomez-s-ivory-minidress-repped-her-favo= rite-romantic-accessory/ar-AA1yKYUi%3Focid%3Di\t=ga\d=CAEYAioTNjkxMTI5MTcxMD= A2NTEzNTg1OTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVaw1p6I_jfSeGISyMBG6= ekpyt","2025-02-13 00:00:00","""Sele a Gomez's Ivo y Mi id ess Repped He Favo ite Roma tic= Accesso y. Sele a Gomez's Ivo y Mi id ess Repped He Favo ite Ro= ma tic Accesso y. Sto y by Rosa Sa chez. 1d. Sele a Gomez b ought the o= ma ce to the Sa ta ...""","0"
"TXF","https://www.google.com/url?rct=j\a=t\rl=https://www.txfnews.c= om/news/69145/Ivory-Coast-signs-Credendo-backed-loan\t=ga\d=CAEYAyoTNjkxMTI5= MTcxMDA2NTEzNTg1OTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVaw0FYx5s_uG9B= gv1RvtkWFqm","2025-02-13 00:00:00","""Ivo y Coast sig s C ede do-backed loa. The gove me t of the Ivo y Coast sig ed its seve th = ECA-backed loa at the e d of last yea fo a.""","0"
"Resea chGate","https://www.google.com/url?rct=j\a=t\rl=https://www.researchgate.net/publication/388897570_Cultivating_Health_Unveiling_the_Power_of_Prebiotics\t=ga\d=CAEYACoUMTM5OTYwNzgwODMxNjU5NDIwODcyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw0g6C2OmD9-UZAkFPo9ul9l","2025-02-12 00:00:00","""(PDF) Cultivati g Health: U veili g the Powe of P ebiotics. ... Elepha ts. a e the p ima y sou ce of ivo y, ha vested f om thei tusks. This dema d has led to widesp ead poachi g of elepha ts,. especially i ...""","0"
"Resea chGate","https://www.google.com/url?rct=j\a=t\rl=https://www.researchg= ate.net/publication/388897570_Cultivating_Health_Unveiling_the_Power_of_Preb= iotics\t=ga\d=CAEYACoUMTM5OTYwNzgwODMxNjU5NDIwODcyGjgwNDUxZDViZmVkNDEzMTg6Y2= 9tOmVuOlVT\sg=AOvVaw0g6C2OmD9-UZAkFPo9ul9l","2025-02-12 00:00:00","""(PDF) Cultivati g Health: U veili g the Powe of P ebiotics=. ... Elepha ts. a e the p ima y sou ce of ivo y, ha ve= sted f om thei tusks. This dema d has led to widesp ead poachi g of elepha = ts,. especially i ...""","0"
"KicksO Fi e.com","https://www.google.com/url?r= ct=j\a=t\rl=https://www.kicksonfire.com/nike-dunk-low-pale-ivory-off-noir\t== ga\d=CAEYAioTMTA4NDg3NjgxMjUyMDUyMjI1MTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM= \sg=AOvVaw1xl6w0M2PvYd4zm1u14P01","2025-02-12 00:00:00","""Nike Du k Low Pale Ivo y / Off Noi - Ma = 2025 - IB7720-110. The Nike Du k Lo= w Pale Ivo y / Off Noi is a st iki g s eake that seamlessly ble ds classic= aesthetics with mode appeal.""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://finance.yahoo= .com/news/china-chocolate-factory-investment-ivory-093000963.html\t=ga\d=CAE= YACoTMTA4NDg3NjgxMjUyMDUyMjI1MTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvV= aw3PufiDJObAlYwaY8_xdeqf","2025-02-12 00:00:00","""Chi a a d the chocolate facto y: i vestme t i Ivo y Coast = helps secu e a cocoa edge. I the hea t of West Af ica, whe e the wo ld's fi est= cocoa bea s a e cultivated, Chi ese i vestme t has built ew p ocessi g fac= to ies i Ivo y ...""","0"
"MSN","https://www.google.com/url?rct=j\a=t\rl=https://www.msn.com/e= n-us/lifestyle/lifestyle-buzz/duchess-meghan-slips-into-a-pristine-ivory-coa= t-for-her-third-look-of-the-day/ar-AA1yFEdN%3Focid%3DEMMX\t=ga\d=CAEYASoTMTA= 4NDg3NjgxMjUyMDUyMjI1MTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVaw39GOvR= zvzpu2tI3j3BCedk","2025-02-12 00:00:00","""Duchess Megha Slips I to a P isti e Ivo y Coat fo He Thi= d Look of the Day. Duchess Megha Slips I to a P isti e Ivo y Coat fo H= e Thi d Look of the Day. Sto y by Maya E est. 1d. The I victus Games m= ay be all about spo ts ...""","0"
"KicksO Fi e.com","https://www.google.com/url?rct=j\a=t\rl=https://www.kicksonfi= re.com/nike-dunk-low-pale-ivory-off-noir\t=ga\d=CAEYAioTMTA4NDg3NjgxMjUyMDUy= MjI1MTIaNjM1NWVhYTFhYWNjMjcyZDpjb206ZW46VVM\sg=AOvVaw1xl6w0M2PvYd4zm1u14P01","2025-02-12 00:00:00","""Nike Du k Low Pale Ivo y / Off Noi - Ma 2025 - IB7720-110=. The Nike Du k Low Pale Ivo y / Off Noi is a st iki g= s eake that seamlessly ble ds classic aesthetics with mode appeal.""","0"
"Checkout Magazi e","https://www.google.com/url?rct=j\a=t\rl=https://www.checkout.= ie/supply-chain/dry-season-in-ivory-coast-triggers-cocoa-shortage-fears-farm= ers-215915\t=ga\d=CAEYAyoTMTA4NDg3NjgxMjUyMDUyMjI1MTIaNjM1NWVhYTFhYWNjMjcyZD= pjb206ZW46VVM\sg=AOvVaw2uYRdZqVA-c06xTTmMKJEL","2025-02-12 00:00:00","""D y Seaso I Ivo y Coast T igge s Cocoa Sho tage Fea s = Fa me s. A lack of ai i Ivo y Coast's cocoa-g owi g egio s= could delay the sta t of the mid-c op, pote tially leadi g to a sho tage of= bea s.""","0"
"BBC","https://www.google.com/url?rct=j\a=t\rl=https://www.bbc.com/n= ews/articles/czx8qkdvqjwo\t=ga\d=CAEYACoUMTA3NzE2NDc2ODA3OTE0NzQ2NjQyGjgwNDU= xZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw3oi4UQsLi3qh0JBmLuuzKg","2025-02-11 00:00:00","""Pi k flami gos 'seized f om smuggle s' i Tu isia. You may also be i te ested i : Elepha t tusks wo th $= 11m dest oyed f om Af ica stockpile How a u de cove sti g outwitted pa= goli t afficke s ...""","0"
"Yahoo N= ews Ca ada","https://www.google.com/url?rct=j\a=t\rl=https://ca.news.yahoo= .com/pink-flamingos-seized-smugglers-tunisia-172726983.html\t=ga\d=CAEYASoUM= TA3NzE2NDc2ODA3OTE0NzQ2NjQyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw0PT= g4yI8YEp8afc0lgQeg6","2025-02-11 00:00:00","""Pi k flami gos 'seized f om smuggle s' i Tu isia. You may also be i te ested i : Elepha t tusks wo th $= 11m dest oyed f om Af ica stockpile How a u de cove sti g outwitted pa= goli t afficke s.""","0"
"AOL.com=","https://www.google.com/url?rct=j\a=t\rl=https://www.aol.com/p= ink-flamingos-seized-smugglers-tunisia-172726935.html\t=ga\d=CAEYAioUMTA3NzE= 2NDc2ODA3OTE0NzQ2NjQyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw1dKeKv7fZ= tnYg9YV7S4E7B","2025-02-11 00:00:00","""Pi k flami gos 'seized f om smuggle s' i Tu isia. Elepha t tusks wo th $11m dest oyed f om Af ica stoc= kpile How a ... O Thu sday, staff bid fa ewell to the pelica as he was= eleased at the ...""","0"
"Khaba hub","https://www.google.com/url?rct=j\a=t\rl=https://english.khabarhub.com/2025/10/435455/\t=ga\d=CAEYACoSMzA0NjMzMDIwMDg2NDA5MDUzMho4MDQ1MWQ1YmZlZDQxMzE4OmNvbTplbjpVUw\sg=AOvVaw1gK_oXNSUk52_lMEFCZdFE","2025-02-10 00:00:00","""P obe begi s i to Maku a's death i Chitwa Natio al Pa k. KATHMANDU: The i vestigatio committee fo med to p obe the death of a wild elepha t, Maku a (a ame give to elepha ts without tusks), i the buffe ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://english.khaba= rhub.com/2025/10/435455/\t=ga\d=CAEYACoSMzA0NjMzMDIwMDg2NDA5MDUzMho4MDQ1MWQ1= YmZlZDQxMzE4OmNvbTplbjpVUw\sg=AOvVaw1gK_oXNSUk52_lMEFCZdFE","2025-02-10 00:00:00","""P obe begi s i to Maku a's death i Chitwa Natio al Pa k -= Khaba hub. KATHMANDU: The i vestigatio committee fo med to p ob= e the death of a wild elepha t, Maku a (a ame give to elepha ts without tu= sks), i the buffe ...""","0"
"Yahoo","https://www.google.com/url?rct=j\a=t\rl=https://ww= w.yahoo.com/lifestyle/duchess-meghan-slips-pristine-ivory-004300274.html\t=g= a\d=CAEYACoSODk3MTU3MDQ4NDExODM0OTg4Mho2MzU1ZWFhMWFhY2MyNzJkOmNvbTplbjpVUw\s= g=AOvVaw3THJlPLZRGqA2EhyAu7uR3","2025-02-10 00:00:00","""Duchess Megha S= lips I to a P isti e Ivo y Coat fo He Thi d Look of the Day. Fo the occasio , Megha stuck with he c eam theme, laye = i g a ivo y wool coat ove a black tu tle eck d ess. Below, she complime te= d he ...""","0"
"Yahoo","https://www.google.com/url?rct=j\a=t\rl=https://www.yahoo.com= /lifestyle/duchess-meghan-slips-pristine-ivory-004300274.html\t=ga\d=CAEYACo= SODk3MTU3MDQ4NDExODM0OTg4Mho2MzU1ZWFhMWFhY2MyNzJkOmNvbTplbjpVUw\sg=AOvVaw3TH= JlPLZRGqA2EhyAu7uR3","2025-02-10 00:00:00","""Duchess Megha Slips I to a P isti e Ivo y Coat fo He Thi= d Look of the Day. Fo the occasio , Megha stuck with he c eam theme, = laye i g a ivo y wool coat ove a black tu tle eck d ess. Below, she compli= me ted he ...""","0"
"WHBL","https://www.google.com/url?rct=j\a=t\rl=https://whbl.com/2025= /02/08/ex-banker-thiam-renounces-french-citizenship-to-run-in-ivory-coast-el= ection/\t=ga\d=CAEYASoSODk3MTU3MDQ4NDExODM0OTg4Mho2MzU1ZWFhMWFhY2MyNzJkOmNvb= TplbjpVUw\sg=AOvVaw1ANlm-6zNVPUm8-w9pyNge","2025-02-10 00:00:00","""Ex-ba ke Thiam e ou ces F e ch citize ship to u i Ivo = y Coast electio. ABIDJAN (Reute s) - Fo me C edit Suisse CEO Tidja e = Thiam has e ou ced his F e ch citize ship to meet eligibility co ditio s fo= Ivo y Coast's ...""","0"
"MSN","https://www.google.com/url?rct=j\a=t\rl=https://www.msn.com/e= n-us/lifestyle/lifestyle-buzz/duchess-meghan-slips-into-a-pristine-ivory-coa= t-for-her-third-look-of-the-day/ar-AA1yFEdN\t=ga\d=CAEYAioSODk3MTU3MDQ4NDExO= DM0OTg4Mho2MzU1ZWFhMWFhY2MyNzJkOmNvbTplbjpVUw\sg=AOvVaw0Y9BZi_biBlyqeL4D_3UE= Y","2025-02-10 00:00:00","""Duchess Megha Slips I to a P isti e Ivo y Coat fo He Thi= d Look of the Day. Duchess Megha Slips I to a P isti e Ivo y Coat fo H= e Thi d Look of the Day. Sto y by Maya E est. 18h. The I victus Games = may be all about ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://www.gosugamer= s.net/dota2/tournaments/61626-asian-dragon-series-continental-collision/matc= hes/606559-ivory-vs-og\t=ga\d=CAEYAyoSODk3MTU3MDQ4NDExODM0OTg4Mho2MzU1ZWFhMW= FhY2MyNzJkOmNvbTplbjpVUw\sg=AOvVaw0t7bfaH8op2nbaFzTxVsuG","2025-02-10 00:00:00","""Ivo y vs OG Live Sco e o 2025-02-09 of Dota 2 Asia D ago = Se ies: Co ti e tal Collisio. Ivo y vs OG Live Sco e : Get the Ivo y vs OG live sco= e a d match statistics of Dota 2 Asia D ago Se ies: Co ti e tal Collisio = o 2025-02-09.""","0"
"New Visio","https://www.google.com/url?rct=j\a=t\rl=https://www.newvision.co.ug/category/news/bible-verse-of-the-day-10th-february-2025-NV_204622\t=ga\d=CAEYACoUMTYzOTMzODAwMTE5NzE4MDQxOTIyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw0TUksKQf_3E8MhrVdiNvBk","2025-02-09 00:00:00","""Bible ve se of the day 10th Feb ua y 2025. A elepha t ca eve fail to ca y its tusks; simila ly, with God's help, we ca co fide tly ca y ou bu de s.""","0"
"CG","https://www.google.com/url?rct=j\a=t\rl=https://cgkhabar.com/news/Major-Encounter-in-Bijapur-31-Maoists-Killed-two-policemen-martyred\t=ga\d=CAEYASoUMTYzOTMzODAwMTE5NzE4MDQxOTIyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw1CzhFwyd3xa_lDgOVtYE2Y","2025-02-09 00:00:00","""Majo E cou te i Bijapu , 31 Maoists Killed, two policeme ma ty ed. Elepha t tusks a d Leopa d a d Bea ski s seized i Su guja. Decembe 29, 2024 ...""","0"
"New Visio","https://www.google.com/url?rct=j\a=t\rl=https://www.newvision= .co.ug/category/news/bible-verse-of-the-day-10th-february-2025-NV_204622\t=g= a\d=CAEYACoUMTYzOTMzODAwMTE5NzE4MDQxOTIyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT= \sg=AOvVaw0TUksKQf_3E8MhrVdiNvBk","2025-02-09 00:00:00","""Bible ve se of the day 10th Feb ua y 2025. A elepha t ca eve fail to ca y its tusks; simila= ly, with God's help, we ca co fide tly ca y ou bu de s.""","0"
"CG","https://www.google.com/url?rct=j\a=t\rl=https://cgkhabar.com/= news/Major-Encounter-in-Bijapur-31-Maoists-Killed-two-policemen-martyred\t=g= a\d=CAEYASoUMTYzOTMzODAwMTE5NzE4MDQxOTIyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT= \sg=AOvVaw1CzhFwyd3xa_lDgOVtYE2Y","2025-02-09 00:00:00","""Majo E cou te i Bijapu , 31 Maoists Killed, two policeme= ma ty ed. Elepha t tusks a d Leopa d a d Bea ski s seized i S= u guja. Decembe 29, 2024 ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl== https://www.townandcountrymag.com/society/tradition/a63704161/meghan-markle-= invictus-games-2025-opening-ceremony-photos/\t=ga\d=CAEYASoUMTU4ODA1Njg2NTYy= MjAzMDE4MjkyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw1JLAN6InEwZkMTk0Yb= j34u","2025-02-09 00:00:00","""Megha Ma kle Wea s Ivo y Coat to I victus G= ames 2025 Ope i g Ce emo y. The Duchess of Sussex loo= ked chic (a d wi te eady!) as she chee ed o I victus competito s i o e o= f he favo ite b a ds.""","0"
"NDTV","https://www.goog= le.com/url?rct=j\a=t\rl=https://www.ndtv.com/lifestyle/sobhita-dhulipala-pro= ves-why-an-ivory-saree-is-as-timeless-as-it-gets-7662206\t=ga\d=CAEYAyoUMTU4= ODA1Njg2NTYyMjAzMDE4MjkyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw15d9fh= Dk2hYsjbWjnB6Lkr","2025-02-09 00:00:00","""Sobhita Dhulipala P oves = Why A Ivo y Sa ee Is As Timeless As It Gets. = Naga Chaita ya a d Sobhita Dhulipala met P ime Mi iste Na e d a Modi at the= Pa liame t House.""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://www.reuters.c= om/world/africa/ex-banker-thiam-renounces-french-citizenship-run-ivory-coast= -election-2025-02-08/\t=ga\d=CAEYACoUMTU4ODA1Njg2NTYyMjAzMDE4MjkyGjYzNTVlYWE= xYWFjYzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw2jAGwSaREJeE1kVsxvJH_1","2025-02-09 00:00:00","""Ex-ba ke Thiam e ou ces F e ch citize ship to u i Ivo = y Coast electio | Reute s. Fo me C edit Suisse CEO Tidja e Thiam has e ou ced = his F e ch citize ship to meet eligibility co ditio s fo Ivo y Coast's p es= ide tial electio ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://www.townandco= untrymag.com/society/tradition/a63704161/meghan-markle-invictus-games-2025-o= pening-ceremony-photos/\t=ga\d=CAEYASoUMTU4ODA1Njg2NTYyMjAzMDE4MjkyGjYzNTVlY= WExYWFjYzI3MmQ6Y29tOmVuOlVT\sg=AOvVaw1JLAN6InEwZkMTk0Ybj34u","2025-02-09 00:00:00","""Megha Ma kle Wea s Ivo y Coat to I victus Games 2025 Ope i= g Ce emo y. The Duchess of Sussex looked chic (a d wi te eady!)= as she chee ed o I victus competito s i o e of he favo ite b a ds.""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://www.harpersba= zaar.com/celebrity/latest/a63719386/meghan-markle-white-coat-invictus-games-= 2025-photos/\t=ga\d=CAEYAioUMTU4ODA1Njg2NTYyMjAzMDE4MjkyGjYzNTVlYWExYWFjYzI3= MmQ6Y29tOmVuOlVT\sg=AOvVaw3yxx1VV0aI3FptZoDxrY5g","2025-02-09 00:00:00","""Duchess Megha Slips I to a P isti e Ivo y Coat fo He Thi= d Look of the Day. She a d P i ce Ha y chee ed o the athletes f om the= sta ds du i g day o e of the 2025 I victus Games.""","0"
"NDTV","https://www.google.com/url?rct=j\a=t\rl=https://www.ndtv.com/= lifestyle/sobhita-dhulipala-proves-why-an-ivory-saree-is-as-timeless-as-it-g= ets-7662206\t=ga\d=CAEYAyoUMTU4ODA1Njg2NTYyMjAzMDE4MjkyGjYzNTVlYWExYWFjYzI3M= mQ6Y29tOmVuOlVT\sg=AOvVaw15d9fhDk2hYsjbWjnB6Lkr","2025-02-09 00:00:00","""Sobhita Dhulipala P oves Why A Ivo y Sa ee Is As Timeless = As It Gets. Naga Chaita ya a d Sobhita Dhulipala met P ime Mi ist= e Na e d a Modi at the Pa liame t House.""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://timesofindia.indiatimes.com/city/ranchi/female-elephant-found-dead-in-latehar-forest-snake-bite-suspected/articleshow/118031488.cms\t=ga\d=CAEYACoUMTQyMTc5MDk0OTU0OTQ1MTQ3NDkyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw0r3zvYVgiYU8P3zDID_x8b","2025-02-08 00:00:00","""Female elepha t fou d dead i Lateha fo est, s ake bite suspected | Ra chi News. Bei g a female elepha t, poachi g fo tusks was also uled out si ce female elepha ts do 't possess tusks. The o ly otable fi di g was a blood ...""","0"
"O issaPOST","https://www.google.com/url?rct=j\a=t\rl=https://www.orissapost.com/leopard-hide-seized-six-detained/\t=ga\d=CAEYASoUMTQyMTc5MDk0OTU0OTQ1MTQ3NDkyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw3iRVdCK72gd8F8855MvFpC","2025-02-08 00:00:00","""Leopa d hide seized; six detai ed. ... elepha t tusks. As a esult, ma y gullible t ibal people i volved i poachi g a e bei g a ested a d faci g legal co seque ces. Co se vatio ...""","0"
"Unknown Source","https://www.google.com/url?rct=j\a=t\rl=https://timesofindia.= indiatimes.com/city/ranchi/female-elephant-found-dead-in-latehar-forest-snak= e-bite-suspected/articleshow/118031488.cms\t=ga\d=CAEYACoUMTQyMTc5MDk0OTU0OT= Q1MTQ3NDkyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT\sg=AOvVaw0r3zvYVgiYU8P3zDID_x= 8b","2025-02-08 00:00:00","""Female elepha t fou d dead i Lateha fo est, s ake bite su= spected | Ra chi News. Bei g a female elepha t, poachi g fo tusks was also = uled out si ce female elepha ts do 't possess tusks. The o ly otable fi di= g was a blood ...""","0"
