title,link,published,summary,label
Arrest of Ivory Traders to Shed Light on Malayattoor Poaching Case,http://www.newindianexpress.com/nation/2019/mar/13/arrest-of-ivory-traders-to-shed-light-on-malayattoor-poaching-case-1950294.html,2019-03-13,"The New Indian Express reports on the arrest of ivory traders linked to the Malayattoor poaching case, aiming to expose a broader network involved in illegal wildlife trade.",1
Dad-Daughter Held with Ivory Haul from Car and Home,https://www.telegraphindia.com/states/west-bengal/dad-daughter-held-ivory-haul-from-car-and-home/cid/1686734,,"The Telegraph India reports that a father and daughter were detained in West Bengal after an ivory haul was found in their car and home, underscoring persistent issues with illegal ivory possession.",1
Two Residents of Ilala Charged with Economic Sabotage,https://www.ippmedia.com/en/business/two-%C2%A0residents-ilala-charged-economic-sabotage%C2%A0,,"IPP Media reports that two residents of Ilala have been charged with economic sabotage, in a case that appears to involve links to illicit wildlife trade.",1
Poaching on the Rise in Odisha's Kalahandi,https://www.ommcomnews.com/odisha-news/poaching-on-the-rise-in-odisha-s-kalahandi,,"OMM Com News reports that poaching activities in Odisha’s Kalahandi region are on the rise, raising concerns for the protection of wildlife including elephants.",1
Malad Man Arrested in Thane for Selling Animal Skins Worth 2 Crore,https://timesofindia.indiatimes.com/city/thane/malad-man-arrested-in-thane-for-selling-animal-skins-worth-2-crore/articleshowprint/69367688.cms,,"The Times of India reports that a man in Thane was arrested for allegedly selling animal skins worth 2 crore rupees, as part of efforts to curb illegal wildlife trade.",1
Four Held with Ivory Tusks at Perinthalmanna,https://www.thehindu.com/news/national/kerala/four-held-with-ivory-tusks-at-perinthalmanna/article29363496.ece,,"The Hindu reports that four individuals were detained in Kerala at Perinthalmanna after ivory tusks were seized, as part of a crackdown on wildlife trafficking.",1
Ivory-related Incident Reported on Daijiworld,https://www.daijiworld.com/news/newsDisplay.aspx?newsID=626023,,"Daijiworld reports on an incident involving ivory seizures and related arrests, adding to the body of cases against illegal wildlife trade.",1
Hope Uzodima Arrested in India,https://www.pmnewsnigeria.com/2019/09/22/hope-uzodima-arrested-in-india/,2019-09-22,"PM News Nigeria reports that Hope Uzodima was arrested in India in connection with alleged involvement in wildlife trafficking, raising concerns about transnational crime in the ivory trade.",1
Mozambique: Two Held for Possession of Ivory Tusks in Dondo,https://africasustainableconservation.com/2019/04/23/mozambique-two-held-for-possession-if-ivory-tusks-in-dondo/,2019-04-23,"Africa Sustainable Conservation reports that two individuals were detained in Mozambique's Dondo region for possessing ivory tusks, highlighting ongoing efforts against poaching.",1
Intense Debate on Wildlife Crime in Sri Lanka,http://www.adaderana.lk/news_intensedebate.php?nid=58268,,"Adaderana reports on an intense debate in Sri Lanka regarding wildlife crime, discussing challenges such as poaching and the illegal ivory trade.",1
3 Men Jailed for Stealing Elephant Tusks,https://timesofindia.indiatimes.com/city/coimbatore/3-men-jailed-for-stealing-elephant-tusks/articleshow/87545126.cms,,"The Times of India reports that three men have been sentenced to jail for stealing elephant tusks, reflecting strict judicial action against wildlife crimes.",1
Sina News: Arrests in Ivory Trafficking Operation,http://news.sina.com.cn/o/2019-03-05/doc-ihrfqzkc1437451.shtml,2019-03-05,"Sina News reports on a major crackdown on ivory trafficking, detailing arrests and seizures as authorities intensify efforts to stop illegal wildlife trade.",1
China News: Arrests in Ivory Trafficking Operation,https://www.chinanews.com/sh/2019/03-22/8787586.shtml,2019-03-22,"China News reports on arrests made in connection with an ivory trafficking operation in Shanghai, as authorities seize illicit ivory shipments in a coordinated crackdown.",1
"Man Arrested in Tenkasi; Tusks, Car & Cell Phone Seized (DT Next)",https://www.dtnext.in/news/tamilnadu/man-arrested-in-tenkasi-two-pieces-of-tusks-car-and-cell-phone-seized-740951,,"DT Next reports that a man in Tenkasi, Tamil Nadu, was arrested after authorities seized two pieces of elephant tusk along with a car and a cell phone during a wildlife enforcement operation.",1
"WCB 2019 No.2 – Wildlife Crime Bulletin (Nov 18, 2019)",https://env4wildlife.org/wp-content/uploads/2020/01/WCB-2019-No.2-Nov-18-2019.pdf,2019-11-18,"The Wildlife Crime Bulletin from Env4Wildlife details key cases of wildlife crime in 2019, including significant arrests and ivory seizures as part of enforcement efforts.",1
"Tanzanians Nabbed with Elephant Tusks Worth Sh500,000 in Kisumu (The Star)",https://www.the-star.co.ke/news/2022-12-27-tanzanians-nabbed-with-elephant-tusks-worth-sh500000-in-kisumu/,2022-12-27,"The Star reports that Tanzanian nationals were arrested in Kisumu after being caught with elephant tusks valued at Sh500,000, marking a significant enforcement action against ivory trafficking.",1
Indonesian National Busted at JKIA with Ivory Worth Sh10m (The Star),https://www.the-star.co.ke/news/realtime/2023-10-10-indonesian-national-busted-at-jkia-with-ivory-worth-sh10m/,2023-10-10,"The Star reports that an Indonesian national was caught at JKIA with elephant ivory valued at Sh10 million, as part of an intensive enforcement operation against wildlife smuggling.",1
Indonesian Arrested at JKIA with Sh10m Ivory (Nairobi News),https://nairobinews.nation.africa/indonesian-arrested-at-jkia-with-sh10m-ivory/,,Nairobi News reports that an Indonesian was arrested at JKIA with ivory worth Sh10 million during a crackdown on smuggling activities.,1
Indonesian Citizen Arrested; Ivory Worth KSh10 Million Seized at JKIA (Kenyans),https://www.kenyans.co.ke/news/93706-indonesian-citizen-arrested-ivory-worth-ksh10-million-jkia,,"Kenyans reports that an Indonesian citizen was apprehended at JKIA with ivory valued at KSh10 million, underlining efforts to combat illegal wildlife trade.",1
Kenya Wildlife Service Seizes 38.4kg Ivory at JKIA (Seej Africa),https://www.seej-africa.org/2023/10/15/kenya-wildlife-service-seize-ivory-at-jomo-kenya-international-airport-38-4-kg/,2023-10-15,"Seej Africa reports that Kenya Wildlife Service intercepted 38.4kg of ivory at Jomo Kenyatta International Airport, highlighting strengthened border controls.",1
STF Arrests Man with Jumbo Tusks in Haridwar (Times of India),https://m.timesofindia.com/city/dehradun/stf-arrests-man-with-jumbo-tusks-in-haridwar/amp_articleshow/96803796.cms,,"The Times of India reports that the Special Task Force in Haridwar arrested a man found with jumbo elephant tusks, part of ongoing efforts against illegal ivory trade.",1
Hindustan Times East UP Wildlife Crime Update (PressReader),https://www.pressreader.com/india/hindustan-times-east-up/20230107/281887302402083,2023-01-07,"Hindustan Times East UP provides an update on wildlife crime, focusing on recent ivory trafficking cases and arrests in the region.",1
Man Nabbed Selling Elephant Tusk in Durban (ECR),https://www.ecr.co.za/news/news/man-nabbed-selling-elephant-tusk-durban/,,"ECR reports that a man in Durban was arrested for attempting to sell an elephant tusk, as part of a targeted operation against illegal wildlife trade.",1
One Meter Long Ivory Seized in Wayanad; 6 Arrested (Janam TV),https://english.janamtv.com/news/80889/one-meter-long-ivory-seized-in-wayanad-6-arrested/,2019-??,"Janam TV reports that in Wayanad, authorities seized a one-meter long piece of ivory and arrested six individuals in connection with the ivory smuggling network.",1
Ivory Smuggling Gang Busted in Wayanad (Onmanorama),https://www.onmanorama.com/news/kerala/2023/11/04/ivory-smuggling-gang-busted-wayanad.html,2023-11-04,"Onmanorama reports that an ivory smuggling gang was busted in Wayanad, Kerala, with authorities recovering significant quantities of ivory during the raid.",1
Six Caught with 5.5kg Elephant Ivory in Wayanad (Kaumudi),https://keralakaumudi.com/en/news/news.php?id=1182761&u=six-caught-with-5.5-kg-elephant-ivory-in-wayanad,,"Kerala Kaumudi reports that six individuals were caught in Wayanad with 5.5kg of elephant ivory, part of the continuous enforcement against wildlife trafficking.",1
Attempt to Sell Elephant Tusk: Six Arrested in Kerala (Star of Mysore),https://starofmysore.com/attempt-to-sell-elephant-tusk-six-persons-arrested-in-kerala/,,"Star of Mysore reports that six persons were arrested in Kerala for attempting to sell an elephant tusk, reinforcing the crackdown on illegal ivory trade.",1
Hawks Arrest Pair for Attempting to Sell Elephant Tusks (IOL),https://www.iol.co.za/news/south-africa/free-state/hawks-arrest-pair-who-tried-to-sell-them-two-elephant-tusks-they-had-with-them-f5f1c41a-cef8-4086-82b3-fd1602619313,,"IOL reports that Hawks arrested a pair in the Free State who tried to sell two elephant tusks, as part of a police sting operation targeting wildlife trafficking.",1
Bloemfontein Pair Arrested in Sting Operation for Elephant Tusks (News24),https://www.news24.com/news24/southafrica/news/bloemfontein-pair-who-tried-to-sell-elephant-tusks-arrested-in-police-sting-20230119,2023-01-19,"News24 reports that a pair in Bloemfontein were arrested in a sting operation for attempting to sell elephant tusks, highlighting robust enforcement actions.",1
Hawks Nab Free State Men for Illegally Dealing in Elephant Tusks (Sunday World),https://sundayworld.co.za/news/hawks-nab-free-state-men-for-illegally-dealing-in-elephant-tusks/,,"Sunday World reports that Hawks nabbed men in the Free State for illegally dealing in elephant tusks, emphasizing continuous enforcement against wildlife trafficking.",1
Two Suspects Arrested for Trying to Sell Elephant Tusks (The Citizen),https://www.citizen.co.za/news/south-africa/crime/two-suspects-trying-to-sell-elephant-tusks/,,"The Citizen reports that two suspects were arrested while attempting to sell elephant tusks, reinforcing efforts to combat illegal wildlife trade.",1
"Elephant Tusks Worth Rs 1 Cr Seized in Bengal, 3 Held (Lokmat Times)",https://www.lokmattimes.com/national/elephant-tusks-worth-rs-1-cr-seized-in-bengal-3-held/,,Lokmat Times reports that authorities in Bengal seized elephant tusks worth Rs 1 crore and arrested three suspects in a major ivory trafficking case.,1
Weixin Post on Ivory Enforcement Developments,https://mp.weixin.qq.com/s/oG-20PfbOTH2YIcujOuHLQ,,"A Weixin post details recent enforcement developments in the fight against ivory trafficking, including seizures and arrests.",1
IVORY ENFORCEMENT UPDATE (Weixin),https://mp.weixin.qq.com/s/on7nL8FgSO50cowAm9Yn1w,,"A Weixin post details recent enforcement actions against ivory smuggling, including arrests and seizures, as part of ongoing efforts to combat wildlife crime.",1
"Two Ivory Tusks Seized, Four Poachers Arrested in Mayurbhanj",https://kalingatv.com/state/two-ivory-tusks-seized-four-poachers-arrested-in-mayurbhanj-district/,,"Kalinga TV reports that in the Mayurbhanj district, authorities seized two elephant tusks and arrested four poachers amid intensified anti-poaching operations.",1
"Odisha: Two Elephant Tusks Seized, Four Arrested",https://theprint.in/india/odisha-two-elephant-tusks-seized-four-arrested/1851200/,,"The Print reports that in Odisha, two elephant tusks were seized and four individuals were arrested in connection with ivory smuggling.",1
"Four Poachers Arrested in Mayurbhanj, Ivory Tusks Seized",https://ommcomnews.com/odisha-news/four-poachers-arrested-in-odishas-mayurbhanj-ivory-tusks-seized,,OMM Com News reports that four poachers were arrested in Odisha’s Mayurbhanj after ivory tusks were seized during an anti-poaching operation.,1
Odisha: Four Held with Elephant Tusks in Baripada,https://www.newindianexpress.com/states/odisha/2023/nov/20/odisha-four-held-with-elephant-tusks-in-baripada-2634560.html,2023-11-20,"New Indian Express reports that in Baripada, Odisha, four individuals were held after elephant tusks were recovered during a law enforcement operation.",1
Weixin Report on Ivory Smuggling,https://mp.weixin.qq.com/s/LYlolazPF3v56s_KvTHKyA,,"A Weixin post provides details on an ivory smuggling operation with arrests and seizures, underscoring enhanced enforcement efforts.",1
"Two Elephant Tusks Found in Similipal, Seven Arrested",https://kalingatv.com/state/2-elephant-tusks-found-in-similipal-7-arrested/,,"Kalinga TV reports that in Similipal, authorities found two elephant tusks and arrested seven individuals in connection with poaching and ivory smuggling.",1
Seven Held for Poaching an Elephant in Similipal,https://pragativadi.com/7-held-for-poaching-elephant-inside-similipal/,,Pragativadi reports that seven individuals were held for poaching an elephant inside Similipal National Park as part of wildlife protection efforts.,1
Poaching of Elephant in Similipal: Seven Poachers Arrested,https://odishatv.in/news/crime/poaching-of-elephant-inside-similipal-7-poachers-arrested-195745,,"Odisha TV reports that seven poachers were arrested for poaching an elephant inside Similipal National Park, with ivory seized during the operation.",1
Vietnam Seizes 600 kg of Ivory Smuggled from Africa,https://e.vnexpress.net/news/news/vietnam-seizes-600-kg-of-ivory-smuggled-from-africa-4567514.html,,"VnExpress reports that Vietnamese authorities seized 600 kg of ivory smuggled from Africa, marking one of the largest seizures in the region.",1
Hai Phong: More Ivory Seized at Lach Huyen Port,https://en.vietnamplus.vn/hai-phong-more-ivory-seized-at-lach-huyen-port/247912.vnp,,"VietnamPlus reports that additional ivory was seized at Lach Huyen Port in Hai Phong, highlighting continued efforts to intercept illegal wildlife shipments.",1
Forest Cell Busts Gangs Selling Parakeets & Ivory Art,https://www.thehindu.com/news/national/karnataka/forest-cell-busts-gangs-selling-alexandrine-parakeets-and-erotic-art-made-of-ivory/article66489892.ece,,"The Hindu reports that Karnataka forest officials busted gangs involved in selling alexandrine parakeets and ivory-based erotic art, as part of a broader wildlife crime crackdown.",1
"Bengaluru CID Seizes Parakeets, Ivory Products",https://www.deccanherald.com/city/bengaluru-crime/bengaluru-cid-seizes-parakeets-ivory-products-1189746.html,,"Deccan Herald reports that Bengaluru CID seized parakeets and various ivory products during a raid, reflecting intensified efforts against illegal wildlife trade.",1
"Forest Officials Seize 2 Elephant Tusks, Arrest 1 in Keonjhar",https://odishabytes.com/forest-officials-seize-2-elephant-tusks-arrest-1-person-in-odishas-keonjhar/,,"Odisha Bytes reports that in Keonjhar, Odisha, forest officials seized two elephant tusks and arrested one individual in connection with poaching.",1
Ivory Smuggling Racket Jharkhand Link Emerges,https://odishatv.in/news/crime/ivory-smuggling-racket-jharkhand-link-emerges-after-accused-nabbed-from-odisha-196767,,Odisha TV reports that an accused individual nabbed in Odisha revealed a link to an ivory smuggling racket with connections to Jharkhand.,1
"Man Held with Fresh Tusks in Keonjhar, Odisha",https://www.newindianexpress.com/cities/bhubaneswar/2023/feb/12/man-held-with-fresh-tusks-in-keonjhar-of-odisha-2546772.html,2023-02-12,"New Indian Express reports that a man was held in Keonjhar, Odisha, with fresh elephant tusks, as part of ongoing enforcement against poaching.",1
Lecturer Caught Trying to Sell Ivory Artefacts in Karnataka,https://www.thehindu.com/news/national/karnataka/cid-forest-cell-officials-catch-lecturer-trying-to-sell-ivory-artefacts/article66553296.ece,,"The Hindu reports that CID and forest officials in Karnataka caught a lecturer trying to sell ivory artefacts, highlighting efforts to curb illegal wildlife trade.",1
CID Arrests Man Trying to Sell Ivory Artefacts in Bengaluru,https://www.deccanherald.com/city/bengaluru-crime/cid-arrests-man-trying-to-sell-ivory-artefacts-in-bengaluru-1195121.html,,"Deccan Herald reports that Bengaluru CID arrested a man attempting to sell ivory artefacts, furthering enforcement against illegal wildlife trade.",1
Ivory Poacher Arrested in Gutu,https://www.herald.co.zw/ivory-poacher-arrested-in-gutu/,,"Herald Zimbabwe reports that an ivory poacher was arrested in Gutu, Zimbabwe, as part of ongoing efforts to combat poaching and illegal ivory trade.",1
"Forest Officials Seize 2 Elephant Tusks, Arrest 1 Person in Keonjhar (Odisha Bytes)",https://odishabytes.com/forest-officials-seize-2-elephant-tusks-arrest-1-person-in-odishas-keonjhar/,,Odisha Bytes reports that forest officials in Keonjhar seized two elephant tusks and arrested one individual suspected of involvement in poaching or illegal wildlife trade.,1
Ivory Smuggling Racket: Jharkhand Link Emerges After Accused Nabbed in Odisha (Odisha TV),https://odishatv.in/news/crime/ivory-smuggling-racket-jharkhand-link-emerges-after-accused-nabbed-from-odisha-196767,,"Odisha TV details how a suspect’s arrest in Odisha revealed a link to an ivory smuggling racket connected to Jharkhand, highlighting the cross‐border nature of wildlife trafficking.",1
Man Held with Fresh Tusks in Keonjhar of Odisha (New Indian Express),https://www.newindianexpress.com/cities/bhubaneswar/2023/feb/12/man-held-with-fresh-tusks-in-keonjhar-of-odisha-2546772.html,2023-02-12,"The New Indian Express reports that a man was apprehended in Keonjhar with fresh elephant tusks, underscoring ongoing enforcement against poaching in the region.",1
CID Forest Cell Officials Catch Lecturer Trying to Sell Ivory Artefacts (The Hindu),https://www.thehindu.com/news/national/karnataka/cid-forest-cell-officials-catch-lecturer-trying-to-sell-ivory-artefacts/article66553296.ece,,"The Hindu reports that CID and Forest Cell officials in Karnataka arrested a lecturer allegedly attempting to sell ivory artefacts, highlighting continuing efforts to curb wildlife crime.",1
'Pink Rise' Swooshes and 'Light Smoke Grey' Panels Land on the Nike Dunk Low,https://www.google.com/url?rct=j&sa=t&url=https://houseofheat.co/nike/nike-dunk-low-next-nature-light-smoke-grey-pink-rise-pale-ivory-dd1873-002&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1zf4MxL6gWEN3_PyytgOh3,2025-02-12T05:10:58Z,A women's Nike Dunk Low Next Nature recently appeared with a 'Light Smoke Grey/Pink Rise/Pale <b>Ivory</b>' colorway.,0
<b>Ivory</b> vs BOOM Esports Live Score on 2025-02-12 of Dota 2 PGL Wallachia Season 4 | GosuGamers,https://www.google.com/url?rct=j&sa=t&url=https://www.gosugamers.net/dota2/tournaments/61645-pgl-wallachia-season-4/matches/607845-ivory-vs-boom-esports&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1PbKTG6mpXglVmglEEGZA6,2025-02-12T03:57:33Z,<b>Ivory</b> vs BOOM Live Score : Get the <b>Ivory</b> vs BOOM Esports live score and match statistics of Dota 2 PGL Wallachia Season 4 on 2025-02-12.,0
Paint a Picture of Kindness: PETA Beseeches Behr to Ban Anti-Animal Paint Colors,https://www.google.com/url?rct=j&sa=t&url=https://www.peta.org/media/news-releases/paint-a-picture-of-kindness-peta-beseeches-behr-to-ban-anti-animal-paint-colors/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw10zwHrgocv6X5ve7uzygA1,2025-02-12T03:08:20Z,"... <b>ivory</b> as appealing names rather than desensitizing ones. ‚ÄúWords matter, and appearing to promote the exploitative wool and <b>ivory</b> trades paints the&nbsp;...",0
"AFCON U-20: Flying Eagles Secure Spot In Pot 1 Alongside Hosts, <b>Ivory</b> Coast, Senegal",https://www.google.com/url?rct=j&sa=t&url=https://bsnsports.com.ng/post/AFCON-U-20--Flying-Eagles-Secure-Spot-In-Pot-1-Alongside-Hosts--Ivory-Coast--Senegal-&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw07nWt6OV_5rBF8VzoRjM9d,2025-02-12T02:40:29Z,The tournament is set to take place from April 26 to May 18. Pot 1: <b>Ivory</b> Coast. Senegal. Nigeria. Pot 2: Congo. Egypt. Zambia. Pot 3: Ghana. DR Congo.,0
Conversations with Demetrius <b>Ivory</b>: Biggest snowstorm of the season is ahead of us,https://www.google.com/url?rct=j&sa=t&url=https://wgnradio.com/lisa-dent/conversations-with-demetrius-ivory-biggest-snow-storm-of-the-season-is-ahead-of-us/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1qVTf9c19hKL7XkoUdtpa6,2025-02-12T02:39:20Z,WGN-TV Chief Meteorologist Demetrius <b>Ivory</b> joins Lisa Dent to discuss what we can expect from the incoming snowstorm. Predicted to be our biggest&nbsp;...,0
Nike Dunk Low Pale <b>Ivory</b> / Off Noir - Mar 2025 - IB7720-110 - KicksOnFire.com,https://www.google.com/url?rct=j&sa=t&url=https://www.kicksonfire.com/nike-dunk-low-pale-ivory-off-noir&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1xl6w0M2PvYd4zm1u14P01,2025-02-12T02:05:39Z,The Nike Dunk Low Pale <b>Ivory</b> / Off Noir is a striking sneaker that seamlessly blends classic aesthetics with modern appeal.,0
A Year Later: <b>Ivory</b> Coast Celebrates AFCON Triumph with Honours - footboom1.com,https://www.google.com/url?rct=j&sa=t&url=https://www.footboom1.com/en/news/football/2369875-a-year-later-ivory-coast-celebrates-afcon-triumph-with-honours&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw24P9M0h_R6ZBwgaoZVH8CT,2025-02-12T00:18:37Z,Football - CAF African Cup of NationsThe atmosphere was one of jubilance at the headquarters of the <b>Ivory</b> Coast Football Federation (FIF) in&nbsp;...,0
Public urged to help map daffodils and hunt for rare varieties this spring,https://www.google.com/url?rct=j&sa=t&url=https://www.whtimes.co.uk/news/national/24928431.public-urged-help-map-daffodils-hunt-rare-varieties-spring/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1avPkSW-oieakcvwsxZ7-q,2025-02-12T00:07:20Z,"Two blooms of Mrs R O Backhouse cultivar with <b>ivory</b> ... ‚Äì Mrs R O Backhouse, one of the first pink daffodils, which has a solid coral pink trumpet and&nbsp;...",0
Giving wild animals a voice at CITES - Born Free Foundation,https://www.google.com/url?rct=j&sa=t&url=https://www.bornfree.org.uk/news/giving-wild-animals-a-voice-at-cites/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw13vCQTo3o8SzPcDq5LVTT1,2025-02-11T23:35:07Z,Elephants ‚Äì countries with elephants were asked to improve efforts to stop poachers and close down domestic <b>ivory</b> markets &middot; Rhinos ‚Äì some countries&nbsp;...,1
Mercedes Maybach with rose gold seats is the ultimate luxury - Supercar Blondie,https://www.google.com/url?rct=j&sa=t&url=https://supercarblondie.com/mercedes-maybach-rose-gold-seats-ultimate-luxury/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3mVxTPQs3yMWA6UbPQzvqs,2025-02-11T21:49:41Z,"It has a quilted <b>ivory</b> interior with rose gold metallic trim ... With a smooth pop-out handle for seamlessly getting through the door, they'll be just&nbsp;...",0
China and the chocolate factory: investment in <b>Ivory</b> Coast helps secure a cocoa edge,https://www.google.com/url?rct=j&sa=t&url=https://finance.yahoo.com/news/china-chocolate-factory-investment-ivory-093000963.html&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3PufiDJObAlYwaY8_xdeqf,2025-02-11T19:50:25Z,"In the heart of West Africa, where the world's finest cocoa beans are cultivated, Chinese investment has built new processing factories in <b>Ivory</b>&nbsp;...",0
Nike Dunk Low Next Nature &quot;Light Smoke Grey&quot; With &quot;Pink Rise&quot; Swooshes,https://www.google.com/url?rct=j&sa=t&url=https://sneakerbardetroit.com/nike-dunk-low-next-nature-light-smoke-grey-pink-rise/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1n0-RQEOqGJVGjiGUkgnrs,2025-02-11T19:40:55Z,Nike Dunk Low Next Nature Light Smoke Grey Pink Rise DD1873-002 Release Date: 2025Color: Light Smoke Grey-Pink Rise-Pale <b>Ivory</b> Price: $115.,0
"<b>Ivory</b> - BOOM predictions, tips and statistics for 12 February 2025",https://www.google.com/url?rct=j&sa=t&url=https://leon.bet/blog/forecasts/dota-2/ivory-boom-12-02-2025-user&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw2LGdxs8XrU2OMM-7u8t2Wv,2025-02-11T18:40:17Z,<b>Ivory</b> - BOOM match prediction within the PGL Wallachia: Southeast Asia Qualifier tournament on 12 February 2025 from Leon players based on real&nbsp;...,0
Brooks Nader goes braless in slinky white dress as she cozies up to Gleb Savchenko ... - Daily Mail,https://www.google.com/url?rct=j&sa=t&url=https://www.dailymail.co.uk/tvshowbiz/article-14383527/Brooks-Nader-goes-braless-slinky-white-dress-cozies-Gleb-Savchenko-White-Lotus-premiere.html&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1a3b0SrX1vqnUR-pxaX38S,2025-02-11T16:43:26Z,"The 28-year-old Dancing With The Stars alum modeled a figure-hugging, satin, <b>ivory</b> dress for the occasion. She put on a busty display in the&nbsp;...",0
Meghan Markle shows love to a Canadian brand at B.C. Invictus Games | Vancouver Sun,https://www.google.com/url?rct=j&sa=t&url=https://vancouversun.com/life/fashion-beauty/meghan-markle&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1XPsbNiNMbtjAGNdcO7nGR,2025-02-11T16:29:41Z,The Duchess of Sussex wore an <b>ivory</b> coat from the Toronto-headquartered brand SENTALER during the opening ceremony at B.C. Place.,0
Dry Season In <b>Ivory</b> Coast Triggers Cocoa Shortage Fears ‚Äì Farmers - Checkout Magazine,https://www.google.com/url?rct=j&sa=t&url=https://www.checkout.ie/supply-chain/dry-season-in-ivory-coast-triggers-cocoa-shortage-fears-farmers-215915&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw2uYRdZqVA-c06xTTmMKJEL,2025-02-11T15:36:12Z,"A lack of rain in <b>Ivory</b> Coast's cocoa-growing regions could delay the start of the mid-crop, potentially leading to a shortage of beans.",0
Misleading! Liberia did not pay $9m annually for power supply - Dubawa,https://www.google.com/url?rct=j&sa=t&url=https://dubawa.org/misleading-liberia-did-not-pay-9m-annually-for-power-supply/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3Llwlzq1hr20P5FQ4x0J9h,2025-02-11T14:52:07Z,"The immediate crisis in Liberia's electricity supply began when Compagnie Ivoirienne d'√âlectricit√© (CIE), <b>Ivory</b> Coast's electricity provider&nbsp;...",0
New Release: Czapek Promenade Pliss√© ‚Äì Hail to the Dial! - Quill &amp; Pad,https://www.google.com/url?rct=j&sa=t&url=https://quillandpad.com/2025/02/11/new-release-czapek-promenade-plisse-hail-to-the-dial/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1JLx_nqlQ0uRs20jJPlXoo,2025-02-11T14:22:17Z,The limited-edition (30 pieces) Promenade Goutte d'Eau was launched with two other models with different dial colors (<b>ivory</b> and dark blue) and&nbsp;...,0
AFI KLM E&amp;M and Air C√¥te d'Ivoire Extend Component Support Contract and ... - Aviation Pros,https://www.google.com/url?rct=j&sa=t&url=https://www.aviationpros.com/engines-components/press-release/55267140/afi-klm-em-and-air-cote-divoire-extend-component-support-contract-and-expands-airbus-fleet-to-enhance-global-reach&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw0skG67PZTtkxVMpaKkMVgV,2025-02-11T14:15:48Z,"... <b>Ivory</b> Coast, for an additional five years. This strategic partnership will facilitate the airline's ambitious fleet expansion and international&nbsp;...",0
Promenade Pliss√©: Immaculately Tailored - Worldtempus,https://www.google.com/url?rct=j&sa=t&url=https://en.worldtempus.com/article/new-watches/promenade-plisse-immaculately-tailored-czapek-and-cie-79847.html&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3-IHwrjay1RSyC64bGBveW,2025-02-11T14:04:41Z,Deliveries will start in the first quarter of 2026. Discover more about. Promenade Pliss√© <b>Ivory</b> ¬© Czapek&nbsp;...,0
Pink flamingos 'seized from smugglers' in Tunisia - AOL.com,https://www.google.com/url?rct=j&sa=t&url=https://www.aol.com/pink-flamingos-seized-smugglers-tunisia-172726935.html&ct=ga&cd=CAIyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT&usg=AOvVaw1dKeKv7fZtnYg9YV7S4E7B,2025-02-11T13:17:10Z,"<b>Elephant tusks</b> worth $11m destroyed from African stockpile &middot; How an ... On Thursday, staff bid farewell to the pelican as he was released at the&nbsp;...",1
How to watch 'Asia' with David Attenborough as US streaming begins for BBC nature series,https://www.livescience.com/animals/how-to-watch-asia-with-david-attenborough-as-us-streaming-begins-for-bbc-nature-series,2025-01-24T16:35:55Z,N/A,0
